state,SUM,latitude,longitude
Florida,2,30.0347,-81.5883
Ohio,2,41.467,-81.6147
New Jersey,2,40.7143,-74.2325
Alabama,2,31.6478,-86.6705
North Carolina,2,35.6208,-77.0101
New York,2,42.9299,-78.807
South Carolina,2,33.4478,-81.6555
Louisiana,2,30.4969,-91.1376
North Carolina,2,35.574,-83.0118
California,2,34.0861,-117.936
Minnesota,2,44.031,-92.5306
Virginia,2,37.6181,-78.4988
Virginia,2,37.5063,-77.4643
Kentucky,2,36.7676,-85.168
Michigan,2,42.1993,-83.1931
California,2,37.8432,-122.232
Georgia,2,33.7805,-84.2384
Texas,2,29.4071,-98.5733
New Jersey,2,40.8379,-74.0629
North Carolina,2,34.9425,-80.3028
Alabama,2,32.3733,-86.293
Ohio,2,39.6855,-83.9352
Texas,2,31.2055,-94.7824
Oklahoma,2,36.1002,-95.8535
South Carolina,2,34.8296,-82.3702
Maine,2,44.4332,-68.0037
Missouri,2,39.0413,-94.232
California,2,32.7242,-117.248
Illinois,2,41.8916,-87.6263
Missouri,2,38.3985,-90.438
Texas,2,32.9213,-97.2526
Nevada,2,36.2134,-115.292
New York,2,43.0996,-75.242
Missouri,2,38.5891,-90.2517
Wisconsin,2,43.0328,-87.9619
Louisiana,2,29.8761,-90.1306
North Carolina,2,35.6056,-82.3772
Georgia,2,32.4348,-82.0893
Georgia,2,34.9648,-83.835
California,2,34.0699,-118.351
Oregon,2,45.4226,-122.585
Virginia,2,38.8825,-77.1343
Nevada,2,40.7552,-111.872
Mississippi,2,34.3975,-88.7373
Texas,2,32.6527,-97.0646
Michigan,2,42.063,-86.4919
Pennsylvania,2,40.5913,-79.7237
Texas,2,29.5388,-98.4345
Texas,2,29.4405,-98.5347
Texas,2,32.0388,-102.078
Florida,1,25.9182,-80.1959
Louisiana,1,30.4382,-91.1824
Maryland,1,38.8719,-76.8336
California,1,33.9702,-118.262
Ohio,1,39.9991,-82.9794
Georgia,1,33.4622,-81.9419
Arkansas,1,35.2327,-91.745
Arkansas,1,34.7183,-92.2881
Texas,1,29.469,-98.5285
Pennsylvania,1,40.0438,-75.1583
Maryland,1,39.3099,-76.5925
Montana,1,48.0811,-114.748
Indiana,1,40.3388,-85.3426
California,1,33.97,-118.263
Missouri,1,39.0855,-94.5486
Pennsylvania,1,39.9637,-75.1715
California,1,37.4661,-122.147
Tennessee,1,35.0807,-89.8504
Pennsylvania,1,39.9526,-75.1652
Alabama,1,34.4861,-86.8808
Virginia,1,36.932,-76.2083
Ohio,1,39.9793,-82.9859
Tennessee,1,35.1426,-89.9562
Florida,1,28.0549,-81.9815
Florida,1,27.4657,-80.3539
Florida,1,26.7988,-80.0711
California,1,33.9835,-118.293
Arizona,1,32.2094,-110.818
Texas,1,29.7378,-95.4964
North Carolina,1,35.981,-78.8981
Florida,1,27.4657,-80.3539
Indiana,1,39.7684,-86.1581
Oklahoma,1,36.1622,-95.9981
California,1,37.2988,-121.954
Mississippi,1,30.3785,-88.6469
Tennessee,1,35.5022,-84.624
West Virginia,1,39.3098,-81.5529
Nevada,1,36.1147,-115.173
Georgia,1,33.5754,-84.3016
Ohio,1,41.7406,-81.2508
New York,1,40.7891,-73.9486
California,1,37.4245,-121.883
Arizona,1,32.7714,-111.595
Virginia,1,37.5445,-79.0854
Michigan,1,44.061,-86.3709
Pennsylvania,1,40.9764,-75.2797
Texas,1,30.1719,-97.796
California,1,34.0641,-118.371
Pennsylvania,1,39.9526,-75.1652
Florida,1,25.9206,-80.2304
Wisconsin,1,43.0028,-87.9259
Texas,1,32.7331,-96.8815
Massachusetts,1,42.298,-71.0842
Maryland,1,39.3698,-76.5643
North Carolina,1,35.5838,-82.6358
Ohio,1,41.4151,-81.902
Texas,1,27.5865,-97.7972
Alabama,1,33.4729,-86.9101
District of Columbia,1,38.8328,-76.9968
Illinois,1,41.85,-87.7052
Georgia,1,32.0555,-81.084
Georgia,1,32.4646,-83.7249
Massachusetts,1,41.6536,-70.9352
Illinois,1,41.8745,-87.7236
Indiana,1,41.7477,-86.1356
Texas,1,27.6216,-97.6638
Michigan,1,43.9553,-86.4526
Vermont,1,44.0034,-72.1573
Colorado,1,39.7331,-104.964
Indiana,1,41.7544,-86.153
Pennsylvania,1,42.0243,-79.8187
Texas,1,32.7059,-96.776
Texas,1,29.8645,-95.4739
New York,1,40.8218,-73.9036
New Jersey,1,39.4045,-75.2066
Texas,1,26.2956,-97.9695
Alabama,1,32.3076,-87.2422
Massachusetts,1,41.6536,-70.9352
New Jersey,1,40.7282,-74.2151
Illinois,1,41.7669,-87.6448
Florida,1,28.532,-81.4624
California,1,37.7938,-122.24
Michigan,1,42.2223,-83.3966
Illinois,1,41.7809,-87.6865
Texas,1,29.85,-95.5113
Michigan,1,44.2223,-84.7524
Louisiana,1,30.2353,-92.6634
Kansas,1,39.1136,-94.6241
Alabama,1,34.4576,-86.5814
California,1,33.7768,-116.941
Nebraska,1,40.8222,-96.6755
California,1,33.6943,-117.339
Louisiana,1,30.2371,-92.6591
Florida,1,28.5612,-81.432
Pennsylvania,1,40.4614,-79.8975
District of Columbia,1,38.9508,-76.9849
Pennsylvania,1,39.9251,-75.2264
Pennsylvania,1,39.976,-75.2096
California,1,34.0488,-118.204
Virginia,1,36.7261,-76.3284
Arizona,1,33.5239,-112.151
Kentucky,1,37.0091,-88.5181
Alabama,1,32.4421,-87.0209
Georgia,1,33.8114,-84.2817
Ohio,1,41.4779,-81.7411
New Jersey,1,39.3576,-74.4442
Alabama,1,32.4421,-87.0209
Ohio,1,41.5559,-81.5394
Pennsylvania,1,39.9709,-75.2408
Louisiana,1,29.9328,-90.0414
Illinois,1,41.8934,-87.7484
Alabama,1,34.6939,-86.6015
California,1,33.8474,-118.212
Georgia,1,32.0662,-81.1025
Georgia,1,31.1717,-83.7783
Connecticut,1,41.5599,-73.048
Maryland,1,39.3229,-76.6126
Texas,1,32.6448,-97.0916
California,1,33.8646,-118.319
New Jersey,1,40.2218,-74.7465
South Carolina,1,34.6291,-82.5272
Pennsylvania,1,39.976,-75.2096
Illinois,1,41.7445,-87.6317
Massachusetts,1,42.2801,-71.0927
Louisiana,1,32.5239,-92.1076
Delaware,1,39.7398,-75.5702
Mississippi,1,31.2992,-89.3124
California,1,38.6173,-121.342
Ohio,1,39.3088,-84.5522
Alaska,1,61.1503,-149.887
Wisconsin,1,45.822,-91.1686
Louisiana,1,29.8732,-90.0623
South Carolina,1,32.4336,-80.6728
Pennsylvania,1,40.2676,-76.8666
California,1,34.0383,-118.235
Pennsylvania,1,40.8288,-76.1992
North Carolina,1,35.9472,-77.7853
California,1,38.1031,-122.26
California,1,34.6749,-118.166
Louisiana,1,30.5252,-92.0919
Oklahoma,1,36.1753,-95.965
Alabama,1,32.4176,-86.2868
California,1,37.9948,-121.716
Nevada,1,39.1624,-119.777
Virginia,1,36.9887,-76.4189
Louisiana,1,30.5906,-91.1593
North Carolina,1,35.8362,-78.5811
Virginia,1,38.3321,-77.3519
Ohio,1,39.7582,-84.2413
Texas,1,30.8602,-100.601
Pennsylvania,1,40.2697,-79.5591
Texas,1,32.7455,-97.3723
Florida,1,27.4584,-80.3468
Indiana,1,41.178,-85.0763
California,1,33.9491,-118.347
Indiana,1,39.7424,-86.1967
New Mexico,1,36.812,-108.055
Ohio,1,39.9504,-82.9655
North Carolina,1,34.2427,-77.9371
Pennsylvania,1,39.9978,-75.1294
Alabama,1,34.6672,-86.6282
Arizona,1,35.2233,-114.223
Florida,1,26.6406,-81.8723
North Carolina,1,35.8362,-78.5811
Illinois,1,41.9589,-87.7532
Alabama,1,34.5514,-86.9867
Florida,1,30.453,-87.194
Florida,1,28.607,-81.3964
Tennessee,1,35.0273,-89.8829
Texas,1,29.7604,-95.3698
Nevada,1,39.6155,-119.827
Missouri,1,38.6839,-90.2754
Georgia,1,33.6111,-84.4717
Nevada,1,39.5822,-119.778
Pennsylvania,1,40.4622,-79.9111
Florida,1,26.0905,-81.7279
Tennessee,1,34.9861,-85.292
Connecticut,1,41.3153,-72.8731
Oklahoma,1,35.322,-97.5081
California,1,33.785,-118.179
Ohio,1,41.0923,-81.5539
Florida,1,28.6621,-81.4025
Tennessee,1,35.0541,-89.996
South Carolina,1,34.0413,-80.9896
Pennsylvania,1,39.9337,-75.1457
North Carolina,1,35.2552,-80.8589
District of Columbia,1,38.8896,-76.9375
Washington,1,47.5756,-122.334
Florida,1,28.6058,-81.4007
Texas,1,29.7265,-95.5342
Florida,1,28.1358,-80.6718
California,1,33.9713,-118.357
Nevada,1,36.0998,-115.243
Texas,1,29.7273,-95.5325
Missouri,1,38.6631,-90.2323
Texas,1,32.9374,-96.604
California,1,37.7104,-121.91
California,1,37.4854,-120.854
Tennessee,1,35.3469,-85.3963
California,1,37.767,-122.2
Mississippi,1,32.6164,-90.0421
Indiana,1,39.9033,-86.1935
California,1,37.7749,-122.419
Pennsylvania,1,41.39,-80.3492
Missouri,1,38.6792,-90.2275
Pennsylvania,1,40.0003,-75.1309
Florida,1,28.6689,-82.3869
Indiana,1,40.427,-86.9176
Washington,1,48.7082,-122.323
Oregon,1,44.5369,-123.252
New Mexico,1,35.093,-106.644
Missouri,1,37.2064,-93.4366
Kentucky,1,37.8403,-86.7652
Ohio,1,39.9332,-82.0279
Oklahoma,1,35.726,-95.3759
Florida,1,25.9727,-80.2089
California,1,34.079,-118.372
Georgia,1,31.3388,-83.5957
California,1,33.9386,-118.091
California,1,33.9718,-118.346
California,1,38.0906,-122.233
Illinois,1,41.7685,-87.6546
Kentucky,1,37.3282,-87.4985
Wisconsin,1,43.0577,-88.4408
Pennsylvania,1,40.4133,-75.729
District of Columbia,1,38.9075,-77.0176
North Carolina,1,35.1781,-80.8741
Michigan,1,42.2253,-84.5593
Indiana,1,39.8073,-86.2708
Ohio,1,39.748,-84.1669
Illinois,1,41.5119,-87.5871
District of Columbia,1,38.8602,-76.9902
California,1,37.9832,-121.685
Louisiana,1,29.9267,-90.0873
Washington,1,46.9999,-122.822
California,1,38.6003,-121.42
Florida,1,26.7538,-80.0584
Georgia,1,32.5904,-83.6045
Florida,1,30.3013,-85.5465
Texas,1,29.7323,-95.3602
Ohio,1,39.9817,-82.9269
South Carolina,1,33.9353,-80.3711
Texas,1,29.9701,-94.8259
Florida,1,26.7535,-80.0579
Louisiana,1,29.9836,-90.0767
California,1,38.5745,-121.495
Mississippi,1,32.2803,-90.2696
Mississippi,1,32.27,-90.3397
Texas,1,29.9523,-95.4101
Minnesota,1,44.9231,-93.277
Texas,1,29.7321,-95.3597
North Carolina,1,36.033,-79.8558
Texas,1,29.7654,-95.3663
Missouri,1,37.3059,-89.9704
California,1,37.7998,-122.272
Louisiana,1,30.5457,-90.4815
Mississippi,1,32.2496,-90.3391
Alaska,1,61.1992,-149.906
Texas,1,29.6887,-96.9206
Massachusetts,1,42.2884,-71.0821
Florida,1,28.4985,-81.279
Ohio,1,41.5685,-81.5801
Florida,1,27.5213,-82.5791
South Carolina,1,35.012,-81.6035
Alabama,1,34.7875,-86.6093
District of Columbia,1,38.9125,-76.9363
North Carolina,1,35.1352,-78.8959
Rhode Island,1,41.8245,-71.4364
Colorado,1,38.7084,-104.674
California,1,33.7306,-117.856
New York,1,40.894,-73.8597
New York,1,43.1433,-77.6361
North Carolina,1,35.8352,-78.5818
Indiana,1,41.0739,-85.2918
Georgia,1,32.5151,-84.923
Pennsylvania,1,40.0667,-75.1452
Georgia,1,32.5379,-84.9019
District of Columbia,1,38.8604,-77.0016
South Carolina,1,33.5034,-80.8535
Mississippi,1,34.7715,-89.4449
Maryland,1,39.3241,-76.5895
Washington,1,47.4389,-122.353
South Carolina,1,32.4201,-80.7589
Colorado,1,38.6825,-104.696
Maryland,1,39.1656,-76.5127
Washington,1,46.3713,-120.325
Texas,1,29.7173,-95.295
Alabama,1,30.6823,-88.2203
Ohio,1,41.4993,-81.6944
New Mexico,1,35.1517,-107.831
Maryland,1,39.3229,-76.5886
New York,1,42.7064,-73.7769
Louisiana,1,29.9373,-90.0225
Indiana,1,39.4381,-87.3881
New Mexico,1,35.1331,-108.492
South Carolina,1,32.4196,-80.7603
Connecticut,1,41.7906,-72.684
Florida,1,30.3891,-81.7
California,1,38.1333,-121.311
Texas,1,32.3937,-94.8889
California,1,38.5118,-121.481
Georgia,1,32.462,-84.9557
Michigan,1,42.7156,-83.1587
Arkansas,1,35.4266,-94.392
Illinois,1,41.8444,-87.7198
Mississippi,1,34.7721,-89.4405
California,1,34.1759,-118.421
Texas,1,32.3733,-94.9647
Massachusetts,1,42.2867,-71.0639
Missouri,1,38.6401,-90.198
Arkansas,1,34.2103,-92.0114
Texas,1,32.7334,-96.8716
Illinois,1,41.8375,-87.7538
Nevada,1,36.0259,-114.972
Colorado,1,38.2757,-104.589
Missouri,1,38.6408,-90.1978
Virginia,1,36.9887,-76.4189
Missouri,1,39.0951,-94.5803
California,1,33.9023,-118.078
Georgia,1,33.7509,-84.459
Minnesota,1,44.9618,-93.1215
South Carolina,1,34.8542,-82.5882
Colorado,1,39.849,-105.006
Texas,1,29.7291,-95.5277
Texas,1,29.7291,-95.5287
Pennsylvania,1,39.9746,-75.1834
California,1,39.1296,-121.611
Mississippi,1,31.9254,-89.7401
California,1,33.9535,-118.368
Georgia,1,32.5384,-81.7263
Illinois,1,41.8387,-87.7268
Kentucky,1,36.9261,-83.8897
Alabama,1,32.328,-86.3253
Florida,1,29.6308,-81.6555
Florida,1,28.9832,-80.9221
Alabama,1,34.0154,-87.0722
Colorado,1,39.8511,-105.007
Alaska,1,61.1309,-149.862
California,1,40.5613,-122.401
Ohio,1,39.7399,-84.2426
South Carolina,1,33.717,-78.8596
Mississippi,1,31.9482,-90.9776
Ohio,1,39.1482,-84.5079
California,1,36.773,-119.857
California,1,33.9578,-116.501
Missouri,1,38.6498,-90.1996
Pennsylvania,1,40.4652,-79.854
Alabama,1,33.8408,-87.2966
California,1,34.1377,-116.047
Florida,1,27.4518,-82.581
Pennsylvania,1,40.3466,-79.8385
California,1,33.1576,-117.114
South Carolina,1,34.736,-80.0881
California,1,37.786,-122.196
Georgia,1,33.9619,-84.0059
California,1,33.6968,-116.209
Missouri,1,38.6524,-90.2213
California,1,37.786,-122.196
Maryland,1,39.3357,-76.6071
Montana,1,45.91,-112.469
Texas,1,29.6724,-95.2752
Ohio,1,39.773,-84.2008
New York,1,43.0415,-76.1595
California,1,33.9596,-116.51
North Carolina,1,34.2504,-77.8903
California,1,38.5526,-121.376
Wisconsin,1,43.0603,-87.8785
Tennessee,1,35.0116,-85.2809
Texas,1,29.9286,-95.5041
Illinois,1,38.7228,-89.968
Ohio,1,39.5097,-84.0963
Nevada,1,39.5347,-119.839
Arizona,1,33.4149,-111.879
North Carolina,1,35.9896,-78.8913
Louisiana,1,30.5521,-92.0799
New Jersey,1,40.8519,-74.1287
California,1,37.3707,-120.691
Missouri,1,38.627,-90.1994
Iowa,1,42.4608,-96.3706
California,1,38.5757,-121.301
Illinois,1,38.5935,-90.0116
Illinois,1,41.6706,-88.4173
Tennessee,1,36.1742,-86.5998
Illinois,1,38.5935,-90.0116
North Carolina,1,35.4904,-77.7796
Ohio,1,39.5078,-84.0971
Michigan,1,42.2505,-83.1522
Pennsylvania,1,40.0414,-75.1201
South Carolina,1,34.6244,-82.3074
Alabama,1,34.5037,-85.6176
Oregon,1,44.0319,-122.924
Louisiana,1,30.0002,-90.0477
Louisiana,1,30.849,-93.2945
Wisconsin,1,43.1157,-87.9849
Michigan,1,43.031,-83.7382
South Carolina,1,34.6364,-82.3191
California,1,38.5749,-121.304
California,1,33.6709,-116.18
West Virginia,1,37.9095,-82.1394
Louisiana,1,30.0002,-90.0477
New York,1,40.6158,-73.9445
West Virginia,1,37.765,-80.3582
Alabama,1,31.8797,-85.1705
Georgia,1,33.7643,-84.4089
Pennsylvania,1,40.9879,-80.349
California,1,36.7319,-119.788
Pennsylvania,1,40.9868,-80.348
Maryland,1,39.28,-76.6845
Alabama,1,33.1735,-87.4705
Idaho,1,42.6539,-114.517
California,1,32.7993,-115.561
Maryland,1,39.4654,-76.6281
South Carolina,1,33.6642,-79.8285
Florida,1,25.9727,-80.2089
California,1,34.416,-118.459
Alabama,1,33.4781,-86.5444
Utah,1,40.5874,-111.848
Louisiana,1,30.2407,-90.8493
Ohio,1,39.3995,-84.5613
Virginia,1,37.4763,-77.5133
California,1,34.416,-118.459
Texas,1,29.7864,-97.9672
Tennessee,1,35.0218,-89.9477
Connecticut,1,41.3066,-72.8919
Rhode Island,1,41.8326,-71.4385
Illinois,1,39.7705,-89.6592
California,1,33.1681,-117.248
Virginia,1,37.0944,-79.6682
New York,1,43.1643,-77.6298
Virginia,1,37.3613,-78.8329
Indiana,1,39.7063,-86.1538
Texas,1,32.7782,-97.2273
Virginia,1,37.762,-78.0844
Nevada,1,35.1306,-114.625
North Dakota,1,46.8272,-100.899
Florida,1,30.4103,-81.7235
Illinois,1,41.8543,-87.6223
Maryland,1,39.2849,-76.5728
Texas,1,29.9063,-95.0265
California,1,33.1611,-117.242
Minnesota,1,45.0223,-93.289
California,1,36.3087,-119.261
Ohio,1,39.0974,-84.5638
Florida,1,28.5752,-81.9186
Mississippi,1,32.3023,-90.2337
Louisiana,1,30.4238,-91.1822
South Carolina,1,34.7054,-82.5366
Missouri,1,38.9226,-94.3791
Tennessee,1,35.0715,-85.2885
Tennessee,1,36.1738,-86.8004
Florida,1,28.5753,-81.9186
Tennessee,1,35.0041,-85.3118
Missouri,1,38.6895,-90.2425
Illinois,1,38.5993,-90.0776
Mississippi,1,30.396,-88.8853
Texas,1,29.9063,-95.0265
North Carolina,1,34.9745,-78.9005
Florida,1,28.4098,-81.3407
Washington,1,47.0983,-122.435
Georgia,1,33.6099,-84.4704
Ohio,1,39.1376,-84.4758
New York,1,43.1917,-77.6311
North Carolina,1,35.9922,-78.8773
North Carolina,1,34.7561,-78.5722
Missouri,1,38.6253,-90.1831
Arizona,1,33.438,-112.851
Arizona,1,33.4948,-112.21
Colorado,1,39.7355,-104.803
California,1,38.0893,-122.235
California,1,34.0631,-117.782
Ohio,1,41.6687,-83.5792
Virginia,1,37.5052,-77.4686
Louisiana,1,30.2241,-92.0198
Tennessee,1,36.0082,-88.4325
South Carolina,1,33.6652,-81.1103
District of Columbia,1,38.8622,-76.971
North Carolina,1,35.7345,-78.7749
Georgia,1,33.0544,-83.2418
Alabama,1,31.4568,-85.6251
Pennsylvania,1,40.0331,-75.1706
Tennessee,1,36.4873,-84.2405
Georgia,1,34.0106,-83.3507
Pennsylvania,1,39.9526,-75.1652
Florida,1,28.3711,-81.3666
California,1,34.0114,-118.345
Texas,1,29.7525,-94.6864
Florida,1,26.7359,-80.9518
New Jersey,1,40.7379,-74.1759
California,1,38.0041,-122.293
Alabama,1,34,-85.9578
North Carolina,1,34.2893,-78.7308
Florida,1,25.9306,-80.2139
South Carolina,1,34.0353,-81.1168
North Carolina,1,34.1791,-78.7681
Missouri,1,38.7516,-90.2106
North Dakota,1,47.5106,-97.8374
Louisiana,1,30.6263,-90.5312
Mississippi,1,33.1459,-89.4497
Virginia,1,38.962,-77.1972
Virginia,1,36.8333,-76.3319
Colorado,1,39.8092,-105.061
New York,1,41.93,-73.9992
Missouri,1,38.5509,-90.2682
Virginia,1,36.9904,-82.0843
Alabama,1,34.7649,-86.5827
Mississippi,1,31.1252,-90.1121
North Carolina,1,35.7729,-77.9181
Maryland,1,38.3732,-75.595
Wisconsin,1,43.0416,-87.949
Indiana,1,39.8226,-85.9909
Iowa,1,41.9935,-91.6483
Louisiana,1,29.8868,-90.0196
Mississippi,1,32.2693,-90.2072
California,1,34.2336,-118.451
Illinois,1,41.9746,-87.7668
New York,1,40.8447,-73.9228
Ohio,1,41.6416,-83.5233
South Carolina,1,34.9113,-82.4238
New York,1,40.6467,-73.9094
Michigan,1,42.4277,-82.9872
Pennsylvania,1,40.0411,-75.0763
District of Columbia,1,38.8975,-76.9426
Washington,1,45.6579,-122.588
Florida,1,26.4505,-80.1223
Oregon,1,45.8719,-119.307
California,1,36.7178,-119.78
Michigan,1,42.7146,-83.4109
California,1,37.6824,-122.089
Illinois,1,41.7561,-87.6399
Texas,1,32.1613,-94.9282
California,1,37.7523,-122.397
Missouri,1,36.9976,-93.178
Mississippi,1,31.2126,-90.98
Oregon,1,45.846,-119.288
Ohio,1,40.0775,-83.1871
Rhode Island,1,41.7997,-71.4113
Illinois,1,41.8781,-87.6298
Virginia,1,39.004,-77.3048
Alaska,1,71.3,-156.759
Florida,1,26.4531,-80.1226
South Carolina,1,33.9939,-81.0283
Virginia,1,36.9904,-82.0843
Missouri,1,38.694,-90.2852
New York,1,40.6545,-73.9877
Illinois,1,38.9169,-90.0919
Virginia,1,37.5233,-77.4426
Florida,1,28.5229,-81.4344
Florida,1,26.1176,-80.1573
California,1,33.773,-116.959
Illinois,1,41.5134,-87.5847
Wisconsin,1,43.0763,-87.9109
Pennsylvania,1,39.9724,-75.1877
Florida,1,28.3306,-80.6099
Illinois,1,41.5134,-87.5847
Alabama,1,34.3344,-86.4329
Illinois,1,40.6955,-89.5997
Georgia,1,32.1495,-81.6269
California,1,37.959,-122.349
Arkansas,1,34.6957,-92.3886
Tennessee,1,36.0629,-86.6969
Washington,1,47.609,-122.337
Illinois,1,41.7465,-87.6649
Arkansas,1,34.7848,-91.4585
Washington,1,47.1882,-122.28
Louisiana,1,30.1678,-93.1824
Texas,1,33.8038,-96.5529
Oregon,1,45.3861,-122.396
Louisiana,1,30.1678,-93.1824
New York,1,43.1708,-77.6008
Florida,1,27.355,-80.3879
South Carolina,1,33.6341,-80.3795
Illinois,1,38.5572,-90.1257
Kentucky,1,38.2389,-85.6968
Washington,1,47.6088,-122.337
Oklahoma,1,34.6343,-98.4187
Tennessee,1,36.0648,-86.6858
Arizona,1,33.6108,-112.186
Ohio,1,41.4058,-81.4981
Oregon,1,44.7834,-117.839
Kentucky,1,38.235,-85.7149
New York,1,43.171,-77.5999
Louisiana,1,30.4366,-91.1734
California,1,38.0021,-121.291
California,1,35.1993,-118.521
Kansas,1,38.9711,-95.4558
Texas,1,29.9296,-95.3818
Oregon,1,44.0526,-121.297
Massachusetts,1,42.2866,-71.0939
California,1,33.994,-118.296
Arizona,1,33.3783,-111.964
Ohio,1,39.7951,-84.2155
North Carolina,1,34.9783,-80.5368
California,1,33.9739,-118.222
Louisiana,1,32.7689,-92.4009
California,1,34.0267,-118.273
Arizona,1,32.1685,-110.956
California,1,34.0679,-117.975
Florida,1,26.8024,-80.0729
Tennessee,1,35.072,-89.9468
Georgia,1,33.3414,-81.9713
Michigan,1,43.8826,-83.966
California,1,37.7417,-122.165
Michigan,1,42.6226,-83.131
South Carolina,1,34.6532,-82.8532
Georgia,1,33.7579,-84.121
Georgia,1,32.2166,-82.4034
Indiana,1,39.7278,-86.3447
Alabama,1,33.639,-86.6727
Illinois,1,41.8797,-87.7355
California,1,36.9267,-121.769
South Carolina,1,32.9855,-80.1259
Mississippi,1,30.3912,-89.0856
Ohio,1,41.4399,-81.7291
California,1,37.9169,-121.261
California,1,33.9776,-118.255
South Carolina,1,33.5585,-81.9333
Oklahoma,1,34.5943,-98.3771
Kentucky,1,38.0738,-84.5107
California,1,37.9694,-122.293
Mississippi,1,34.7403,-88.913
South Carolina,1,33.3984,-80.33
North Carolina,1,34.6109,-79.0253
Illinois,1,41.8643,-87.6588
South Carolina,1,33.6262,-81.925
South Carolina,1,33.0106,-80.1467
Mississippi,1,32.3262,-90.2385
Pennsylvania,1,40.4698,-80.0275
California,1,37.7511,-122.175
Illinois,1,38.5294,-90.0361
Illinois,1,41.7074,-87.6065
New York,1,42.1003,-75.8918
Mississippi,1,34.9709,-89.0135
Connecticut,1,41.3006,-72.9407
California,1,33.7328,-117.816
Indiana,1,41.5988,-87.3975
Florida,1,28.3469,-80.7829
Florida,1,30.6241,-81.4713
Florida,1,26.0892,-80.1908
Tennessee,1,36.2396,-86.6797
California,1,34.1721,-118.432
Utah,1,40.106,-111.651
California,1,33.8747,-118.182
Kansas,1,38.9838,-95.2499
Florida,1,27.996,-82.133
Tennessee,1,35.1529,-89.9559
Georgia,1,32.0582,-81.2737
Missouri,1,38.3644,-90.4045
Maryland,1,39.3022,-76.6331
Idaho,1,42.8842,-112.442
Tennessee,1,35.8265,-86.3729
Missouri,1,37.2155,-93.2952
Louisiana,1,30.5045,-91.1483
Wisconsin,1,43.1726,-90.7299
Tennessee,1,36.0652,-86.6454
Arizona,1,33.4538,-112.074
South Carolina,1,34.8378,-82.3504
Idaho,1,46.4182,-116.623
Arizona,1,32.1888,-110.968
Washington,1,47.6588,-117.426
Alabama,1,32.9491,-85.9506
California,1,33.3582,-117.241
California,1,34.0183,-118.176
Missouri,1,37.1783,-93.2837
California,1,34.0144,-118.166
Ohio,1,41.3547,-81.8816
California,1,35.764,-119.248
Missouri,1,36.99,-91.4902
New Jersey,1,39.9124,-75.1025
Wisconsin,1,44.9328,-91.8695
Virginia,1,37.0024,-76.4336
Ohio,1,41.4488,-81.6304
Texas,1,27.7984,-97.4052
Tennessee,1,35.6813,-88.8573
New Mexico,1,32.3038,-106.762
Maryland,1,39.2689,-76.6517
Ohio,1,39.9366,-83.0975
Texas,1,29.5096,-98.597
Texas,1,33.4958,-94.0884
Texas,1,33.3195,-94.315
California,1,33.9905,-118.287
Pennsylvania,1,40.1605,-79.8786
Missouri,1,38.6934,-90.242
California,1,34.2946,-119.3
Washington,1,47.0348,-123.095
California,1,34.1365,-117.251
Tennessee,1,35.6813,-88.8573
Illinois,1,41.7839,-87.6144
California,1,34.0095,-117.885
North Carolina,1,34.9585,-78.1024
Alabama,1,34.7972,-86.5872
North Carolina,1,35.1204,-76.91
South Carolina,1,33.4813,-80.7317
North Carolina,1,35.1204,-76.91
Florida,1,28.5392,-81.3911
Florida,1,26.6298,-80.0509
Mississippi,1,32.4421,-89.0533
Nevada,1,36.0796,-115.094
Alabama,1,32.0574,-85.7256
Mississippi,1,32.3924,-88.6782
Arizona,1,33.4628,-112.041
Louisiana,1,29.9564,-90.1295
Washington,1,46.7275,-122.964
Louisiana,1,30.4627,-91.072
Arizona,1,33.5362,-112.095
Michigan,1,42.3946,-82.9612
North Carolina,1,35.5124,-80.5384
California,1,34.0098,-117.885
Texas,1,33.5884,-102.369
Florida,1,26.0472,-80.1434
Virginia,1,36.8538,-76.2771
Tennessee,1,36.3123,-86.609
Texas,1,29.5355,-98.3766
Georgia,1,32.0481,-81.0559
North Carolina,1,35.7715,-78.8568
Washington,1,46.2761,-119.195
Illinois,1,41.8857,-87.7667
Pennsylvania,1,40.0239,-75.1184
Ohio,1,40.4776,-80.6736
Mississippi,1,33.7721,-89.7982
Montana,1,48.3904,-114.073
Louisiana,1,29.9786,-90.0613
Ohio,1,40.4254,-80.6734
Nevada,1,36.194,-115.447
Nevada,1,36.1591,-115.256
Louisiana,1,30.4771,-91.1623
Kentucky,1,38.2159,-85.689
California,1,38.2556,-122.024
New York,1,42.9339,-76.5786
California,1,33.9522,-118.115
Indiana,1,41.444,-85.0206
Georgia,1,34.1478,-84.9171
Florida,1,29.0491,-82.4609
Ohio,1,41.6416,-83.545
Louisiana,1,29.9595,-90.1116
Virginia,1,36.7197,-76.5615
New Jersey,1,39.4163,-75.2259
Oklahoma,1,35.2014,-97.4682
Georgia,1,34.1851,-83.9252
California,1,33.7481,-117.861
Alaska,1,61.2539,-149.683
Colorado,1,38.8254,-104.78
Pennsylvania,1,39.9651,-76.7413
Colorado,1,38.8339,-104.821
California,1,37.9925,-122.329
Iowa,1,41.6997,-93.0486
Georgia,1,33.5572,-84.3752
Ohio,1,41.6265,-83.6166
Pennsylvania,1,39.9611,-76.7458
California,1,37.9843,-120.303
California,1,33.9091,-118.032
